id_expedition;id_commande;id_produit;quantité;entrepôt;date_expedition;date_livraison;transporteur;coût_transport;délai_livraison
SHP000307;O000350;P00916;3;Lyon;2024-10-16;2024-10-18;DHL;14.13;2
SHP000308;O000351;P00070;2;Paris;2024-12-11;2024-12-13;DHL;12.58;2
SHP000309;O000352;P00357;8;Marseille;2024-12-31;2025-01-03;FedEx;19.95;3
SHP000310;O000353;P00550;2;Lyon;2024-05-30;2024-06-01;DHL;12.17;2
SHP000311;O000354;P00952;2;Marseille;2024-05-16;2024-05-18;DHL;13.51;2
SHP000312;O000355;P00099;1;Lyon;2024-04-06;2024-04-09;FedEx;12.78;3
SHP000313;O000357;P00070;1;Paris;2024-02-06;2024-02-12;Chronopost;6.2;6
SHP000314;O000358;P00881;15;Marseille;2024-08-09;2024-08-15;UPS;15.74;6
SHP000315;O000359;P00615;10;Lyon;2024-02-02;2024-02-09;Chronopost;12.69;7
SHP000316;O000360;P00550;5;Marseille;2024-12-10;2024-12-13;FedEx;18.96;3
SHP000317;O000361;P00234;2;Paris;2024-04-06;2024-04-08;DHL;13.27;2
SHP000318;O000362;P00151;1;Paris;2024-12-17;2024-12-19;DHL;11.39;2
SHP000319;O000363;P00721;1;Marseille;2024-02-16;2024-02-20;FedEx;13.56;4
SHP000320;O000364;P00738;2;Lyon;2024-01-27;2024-01-30;FedEx;14.5;3
SHP000321;O000365;P00755;3;Paris;2024-11-05;2024-11-07;DHL;14.39;2
SHP000322;O000366;P00377;5;Paris;2024-01-18;2024-01-20;DHL;15.72;2
SHP000323;O000368;P00629;5;Lyon;2024-01-17;2024-01-20;FedEx;18.6;3
SHP000324;O000369;P00370;2;Paris;2024-10-07;2024-10-10;FedEx;14.8;3
SHP000325;O000370;P00016;15;Paris;2024-12-02;2024-12-05;FedEx;21.55;3
SHP000326;O000371;P00355;8;Lyon;2024-10-22;2024-10-24;DHL;15.9;2
SHP000327;O000372;P00943;3;Paris;2025-01-01;2025-01-08;Chronopost;10.43;7
SHP000328;O000373;P00781;5;Marseille;2024-12-13;2024-12-17;FedEx;18.12;4
SHP000329;O000374;P00906;2;Paris;2024-03-01;2024-03-03;DHL;13.36;2
SHP000330;O000375;P00035;1;Marseille;2024-10-14;2024-10-20;Chronopost;7.98;6
SHP000331;O000377;P00767;2;Marseille;2024-09-09;2024-09-12;FedEx;15.56;3
SHP000332;O000378;P00936;8;Lyon;2024-10-23;2024-10-27;FedEx;19.58;4
SHP000333;O000379;P00093;1;Lyon;2024-01-21;2024-01-23;DHL;10.12;2
SHP000334;O000380;P00899;1;Marseille;2024-04-15;2024-04-17;DHL;10.93;2
SHP000335;O000381;P00234;1;Lyon;2024-12-16;2024-12-19;FedEx;12.46;3
SHP000336;O000382;P00037;1;Marseille;2024-10-17;2024-10-21;UPS;9.29;4
SHP000337;O000385;P00414;10;Paris;2024-12-18;2024-12-21;FedEx;20.55;3
SHP000338;O000386;P00654;5;Marseille;2024-02-10;2024-02-15;UPS;13.93;5
SHP000339;O000387;P00764;3;Marseille;2024-10-10;2024-10-16;UPS;12.32;6
SHP000340;O000388;P00193;1;Marseille;2024-09-08;2024-09-14;Chronopost;6.78;6
SHP000341;O000391;P00462;3;Lyon;2024-02-12;2024-02-16;FedEx;16.92;4
SHP000342;O000393;P00242;3;Marseille;2024-02-20;2024-02-27;Chronopost;9.79;7
SHP000343;O000394;P00366;1;Paris;2024-02-14;2024-02-18;FedEx;13.73;4
SHP000344;O000395;P00362;2;Lyon;2024-04-12;2024-04-16;UPS;12.04;4
SHP000345;O000396;P00133;2;Marseille;2024-06-01;2024-06-05;FedEx;15.99;4
SHP000346;O000397;P00521;5;Lyon;2024-01-24;2024-01-27;FedEx;18.16;3
SHP000347;O000398;P00836;5;Marseille;2024-12-06;2024-12-10;FedEx;18.35;4
SHP000348;O000399;P00521;1;Marseille;2024-04-08;2024-04-10;DHL;10.36;2
SHP000349;O000400;P00370;2;Paris;2024-11-10;2024-11-14;UPS;11.62;4
SHP000350;O000401;P00417;5;Paris;2024-12-20;2024-12-22;DHL;15.01;2
SHP000351;O000402;P00182;3;Lyon;2024-12-20;2024-12-25;UPS;12.52;5
SHP000352;O000403;P00337;10;Lyon;2024-01-30;2024-02-03;FedEx;20.56;4
SHP000353;O000404;P00170;5;Paris;2024-01-11;2024-01-15;FedEx;18.59;4
SHP000354;O000405;P00963;1;Lyon;2024-12-31;2025-01-04;FedEx;13.63;4
SHP000355;O000406;P00466;1;Lyon;2024-03-23;2024-03-29;Chronopost;6.56;6
SHP000356;O000407;P00604;5;Paris;2024-11-24;2024-11-26;DHL;15.14;2
SHP000357;O000408;P00044;1;Paris;2024-11-13;2024-11-18;UPS;9.19;5
SHP000358;O000409;P00014;3;Paris;2024-10-15;2024-10-17;DHL;14.69;2
SHP000359;O000411;P00202;15;Paris;2024-03-25;2024-03-27;DHL;17.52;2
SHP000360;O000413;P00516;3;Paris;2024-12-02;2024-12-05;FedEx;17.75;3
SHP000361;O000414;P00890;2;Paris;2024-12-04;2024-12-10;Chronopost;9.11;6
SHP000362;O000415;P00240;5;Lyon;2024-05-29;2024-05-31;DHL;15.15;2
SHP000363;O000416;P00952;3;Marseille;2025-01-01;2025-01-03;DHL;13.67;2
SHP000364;O000417;P00943;3;Paris;2024-03-15;2024-03-19;UPS;12.82;4
SHP000365;O000418;P00865;15;Lyon;2024-06-11;2024-06-14;FedEx;21.41;3
SHP000366;O000419;P00971;2;Lyon;2024-11-03;2024-11-07;UPS;11.7;4
SHP000367;O000420;P00742;15;Lyon;2024-03-21;2024-03-24;FedEx;21.61;3
SHP000368;O000421;P00396;12;Marseille;2024-09-10;2024-09-13;FedEx;21.05;3
SHP000369;O000422;P00136;1;Marseille;2024-09-11;2024-09-15;FedEx;13.96;4
SHP000370;O000423;P00008;1;Marseille;2024-12-25;2024-12-29;FedEx;12.69;4
SHP000371;O000424;P00704;1;Lyon;2024-09-04;2024-09-06;DHL;10.81;2
SHP000372;O000425;P00973;1;Paris;2024-12-27;2024-12-31;FedEx;12.18;4
SHP000373;O000426;P00277;1;Lyon;2024-02-23;2024-02-27;FedEx;12.94;4
SHP000374;O000427;P00620;5;Marseille;2024-08-29;2024-09-04;UPS;13.78;6
SHP000375;O000428;P00362;1;Marseille;2024-11-20;2024-11-22;DHL;10.57;2
SHP000376;O000431;P00865;2;Paris;2024-09-18;2024-09-20;DHL;12.55;2
SHP000377;O000432;P00334;10;Lyon;2024-06-22;2024-06-25;FedEx;20.45;3
SHP000378;O000433;P00149;1;Marseille;2024-11-21;2024-11-28;Chronopost;6.19;7
SHP000379;O000434;P00688;8;Lyon;2024-09-06;2024-09-08;DHL;16.52;2
SHP000380;O000436;P00284;2;Lyon;2024-08-24;2024-08-26;DHL;12.25;2
SHP000381;O000438;P00467;1;Lyon;2024-01-13;2024-01-15;DHL;10.95;2
SHP000382;O000439;P00817;5;Marseille;2024-09-15;2024-09-18;FedEx;18.97;3
SHP000383;O000440;P00170;5;Lyon;2024-11-09;2024-11-11;DHL;15.03;2
SHP000384;O000441;P00133;10;Marseille;2024-09-12;2024-09-15;FedEx;20.77;3
SHP000385;O000442;P00871;8;Lyon;2024-12-14;2024-12-17;FedEx;19.35;3
SHP000386;O000443;P00252;8;Lyon;2024-11-06;2024-11-10;FedEx;20.03;4
SHP000387;O000444;P00612;2;Marseille;2025-01-05;2025-01-10;UPS;10.97;5
SHP000388;O000446;P00253;1;Marseille;2024-01-21;2024-01-23;DHL;11.42;2
SHP000389;O000448;P00222;8;Paris;2024-01-26;2024-01-28;DHL;16.0;2
SHP000390;O000449;P00063;8;Lyon;2024-11-29;2024-12-03;UPS;14.65;4
SHP000391;O000450;P00184;20;Lyon;2024-09-20;2024-09-24;FedEx;21.91;4
SHP000392;O000452;P00876;2;Lyon;2024-12-14;2024-12-19;UPS;11.89;5
SHP000393;O000454;P00470;2;Lyon;2024-12-12;2024-12-17;UPS;11.6;5
SHP000394;O000455;P00373;8;Lyon;2024-02-11;2024-02-13;DHL;16.21;2
SHP000395;O000456;P00258;2;Marseille;2024-02-10;2024-02-14;FedEx;15.41;4
SHP000396;O000457;P00800;12;Marseille;2024-12-26;2024-12-28;DHL;17.45;2
SHP000397;O000458;P00923;10;Marseille;2024-11-11;2024-11-13;DHL;16.87;2
SHP000398;O000459;P00794;2;Paris;2024-12-15;2024-12-18;FedEx;16.29;3
SHP000399;O000460;P00039;8;Paris;2024-12-06;2024-12-08;DHL;16.01;2
SHP000400;O000462;P00080;8;Paris;2024-11-01;2024-11-03;DHL;16.04;2
SHP000401;O000464;P00651;1;Marseille;2024-10-22;2024-10-26;FedEx;13.03;4
SHP000402;O000465;P00557;12;Paris;2024-03-06;2024-03-09;FedEx;21.03;3
SHP000403;O000466;P00912;3;Paris;2024-05-23;2024-05-29;Chronopost;10.04;6
SHP000404;O000467;P00955;10;Lyon;2024-10-18;2024-10-24;UPS;14.79;6
SHP000405;O000468;P00893;2;Paris;2024-03-31;2024-04-03;FedEx;15.2;3
SHP000406;O000469;P00811;12;Marseille;2024-04-18;2024-04-21;FedEx;20.96;3
SHP000407;O000470;P00503;2;Paris;2024-10-21;2024-10-25;FedEx;15.89;4
SHP000408;O000471;P00377;1;Lyon;2024-02-29;2024-03-02;DHL;10.09;2
SHP000409;O000472;P00509;12;Marseille;2024-10-10;2024-10-14;FedEx;21.05;4
SHP000410;O000473;P00152;1;Marseille;2024-03-15;2024-03-21;Chronopost;6.73;6
SHP000411;O000474;P00226;2;Lyon;2024-04-07;2024-04-12;UPS;11.24;5
SHP000412;O000475;P00729;15;Marseille;2024-10-26;2024-11-02;Chronopost;13.6;7
SHP000413;O000476;P00923;15;Marseille;2024-03-31;2024-04-02;DHL;17.6;2
SHP000414;O000477;P00890;3;Marseille;2024-04-15;2024-04-20;UPS;13.01;5
SHP000415;O000479;P00988;5;Paris;2024-01-08;2024-01-11;FedEx;18.32;3
SHP000416;O000480;P00107;2;Lyon;2024-11-08;2024-11-14;UPS;12.14;6
SHP000417;O000481;P00126;2;Marseille;2024-10-23;2024-10-30;Chronopost;8.35;7
SHP000418;O000482;P00414;2;Lyon;2024-12-14;2024-12-16;DHL;12.63;2
SHP000419;O000483;P00811;5;Lyon;2024-02-04;2024-02-08;UPS;13.71;4
SHP000420;O000484;P00390;8;Paris;2024-05-01;2024-05-05;UPS;14.27;4
SHP000421;O000486;P00963;8;Paris;2024-05-23;2024-05-27;FedEx;19.92;4
SHP000422;O000487;P00250;8;Paris;2024-05-27;2024-05-30;FedEx;19.9;3
SHP000423;O000488;P00924;1;Marseille;2024-09-06;2024-09-10;FedEx;12.91;4
SHP000424;O000489;P00467;3;Paris;2024-11-17;2024-11-21;FedEx;16.94;4
SHP000425;O000490;P00738;1;Lyon;2024-11-10;2024-11-14;UPS;9.4;4
SHP000426;O000491;P00754;3;Lyon;2024-09-23;2024-09-25;DHL;14.4;2
SHP000427;O000492;P00787;2;Paris;2024-12-07;2024-12-10;FedEx;16.42;3
SHP000428;O000493;P00865;10;Paris;2024-11-11;2024-11-13;DHL;17.1;2
SHP000429;O000494;P00366;2;Lyon;2024-01-29;2024-01-31;DHL;12.81;2
SHP000430;O000495;P00118;1;Lyon;2024-12-07;2024-12-13;UPS;9.82;6
SHP000431;O000496;P00136;1;Marseille;2024-09-21;2024-09-28;Chronopost;7.14;7
SHP000432;O000497;P00377;8;Paris;2024-05-05;2024-05-11;Chronopost;12.09;6
SHP000433;O000498;P00490;5;Paris;2024-10-10;2024-10-14;FedEx;18.18;4
SHP000434;O000499;P00698;1;Marseille;2024-10-13;2024-10-16;FedEx;13.01;3
SHP000435;O000500;P00119;1;Marseille;2024-12-16;2024-12-19;FedEx;12.84;3
SHP000436;O000501;P00604;5;Marseille;2024-03-28;2024-03-31;FedEx;19.01;3
SHP000437;O000502;P00981;1;Paris;2024-11-02;2024-11-04;DHL;10.58;2
SHP000438;O000503;P00011;10;Paris;2024-02-26;2024-03-04;Chronopost;12.57;7
SHP000439;O000504;P00025;5;Lyon;2024-12-22;2024-12-29;Chronopost;11.65;7
SHP000440;O000505;P00136;1;Paris;2024-12-10;2024-12-16;UPS;9.57;6
SHP000441;O000507;P00613;1;Lyon;2024-03-30;2024-04-01;DHL;10.68;2
SHP000442;O000508;P00121;20;Paris;2024-02-22;2024-02-29;Chronopost;13.89;7
SHP000443;O000510;P00972;2;Lyon;2024-01-31;2024-02-02;DHL;12.99;2
SHP000444;O000511;P00809;2;Lyon;2024-12-06;2024-12-09;FedEx;15.71;3
SHP000445;O000513;P00478;8;Paris;2024-11-30;2024-12-02;DHL;16.5;2
SHP000446;O000514;P00093;15;Marseille;2024-11-27;2024-12-03;Chronopost;13.58;6
SHP000447;O000515;P00234;20;Paris;2024-02-21;2024-02-28;Chronopost;13.89;7
SHP000448;O000516;P00541;8;Paris;2024-11-16;2024-11-18;DHL;16.03;2
SHP000449;O000517;P00613;2;Lyon;2024-12-08;2024-12-10;DHL;13.01;2
SHP000450;O000518;P00400;1;Paris;2025-01-03;2025-01-09;UPS;9.58;6
SHP000451;O000519;P00507;8;Paris;2024-01-27;2024-01-31;FedEx;19.77;4
SHP000452;O000520;P00679;3;Marseille;2024-12-19;2024-12-21;DHL;14.47;2
SHP000453;O000521;P00604;2;Paris;2024-12-17;2024-12-21;UPS;11.97;4
SHP000454;O000522;P00742;12;Lyon;2024-12-02;2024-12-05;FedEx;21.06;3
SHP000455;O000526;P00449;1;Paris;2024-10-08;2024-10-12;UPS;9.78;4
SHP000456;O000527;P00843;3;Marseille;2024-11-17;2024-11-19;DHL;13.94;2
SHP000457;O000528;P00252;1;Marseille;2024-12-31;2025-01-04;UPS;9.08;4
SHP000458;O000529;P00541;3;Lyon;2024-11-12;2024-11-17;UPS;12.28;5
SHP000459;O000530;P00979;1;Paris;2024-12-12;2024-12-14;DHL;10.45;2
SHP000460;O000531;P00604;1;Lyon;2024-12-11;2024-12-14;FedEx;13.19;3
SHP000461;O000532;P00671;1;Paris;2024-01-12;2024-01-15;FedEx;13.18;3
SHP000462;O000533;P00938;5;Paris;2024-04-11;2024-04-15;FedEx;18.49;4
SHP000463;O000534;P00581;8;Paris;2024-04-26;2024-04-28;DHL;15.97;2
SHP000464;O000535;P00767;3;Paris;2024-11-23;2024-11-27;FedEx;17.83;4
SHP000465;O000536;P00403;15;Paris;2024-12-29;2025-01-01;FedEx;21.62;3
SHP000466;O000537;P00536;2;Lyon;2024-06-15;2024-06-21;Chronopost;9.0;6
SHP000467;O000538;P00912;2;Marseille;2024-01-24;2024-01-28;FedEx;14.86;4
SHP000468;O000539;P00330;10;Lyon;2024-01-09;2024-01-13;FedEx;20.69;4
SHP000469;O000542;P00105;1;Lyon;2024-11-27;2024-12-01;FedEx;14.24;4
SHP000470;O000543;P00948;15;Paris;2024-01-11;2024-01-15;UPS;15.74;4
SHP000471;O000544;P00893;1;Marseille;2024-09-08;2024-09-10;DHL;10.1;2
SHP000472;O000546;P00868;15;Paris;2024-12-24;2024-12-28;FedEx;21.7;4
SHP000473;O000547;P00881;1;Marseille;2024-11-13;2024-11-15;DHL;10.35;2
SHP000474;O000549;P00181;12;Lyon;2024-05-01;2024-05-05;UPS;15.24;4
SHP000475;O000550;P00258;3;Paris;2024-12-01;2024-12-05;FedEx;17.28;4
SHP000476;O000551;P00716;20;Lyon;2024-12-24;2024-12-27;FedEx;21.93;3
SHP000477;O000552;P00233;1;Marseille;2024-11-14;2024-11-16;DHL;10.59;2
SHP000478;O000553;P00240;3;Lyon;2024-10-07;2024-10-14;Chronopost;10.43;7
SHP000479;O000554;P00631;15;Paris;2024-04-28;2024-05-02;FedEx;21.69;4
SHP000480;O000555;P00029;3;Paris;2024-10-13;2024-10-17;FedEx;17.23;4
SHP000481;O000556;P00738;5;Lyon;2024-10-13;2024-10-16;FedEx;18.29;3
SHP000482;O000557;P00227;5;Marseille;2024-12-30;2025-01-01;DHL;15.57;2
SHP000483;O000558;P00620;3;Paris;2024-02-27;2024-02-29;DHL;13.64;2
SHP000484;O000559;P00385;5;Marseille;2024-02-04;2024-02-06;DHL;15.02;2
SHP000485;O000560;P00140;3;Paris;2024-11-18;2024-11-21;FedEx;17.84;3
SHP000486;O000561;P00488;12;Paris;2024-11-27;2024-12-03;UPS;15.31;6
SHP000487;O000563;P00526;1;Marseille;2024-10-08;2024-10-14;Chronopost;6.36;6
SHP000488;O000564;P00742;2;Marseille;2024-05-06;2024-05-08;DHL;12.25;2
SHP000489;O000565;P00778;15;Paris;2024-07-02;2024-07-04;DHL;17.6;2
SHP000490;O000566;P00699;12;Paris;2024-09-30;2024-10-03;FedEx;20.9;3
SHP000491;O000567;P00413;3;Paris;2024-03-07;2024-03-10;FedEx;16.56;3
SHP000492;O000568;P00630;5;Lyon;2024-01-29;2024-01-31;DHL;14.96;2
SHP000493;O000569;P00643;2;Paris;2024-12-14;2024-12-16;DHL;12.22;2
SHP000494;O000570;P00843;1;Lyon;2024-11-29;2024-12-02;FedEx;13.88;3
SHP000495;O000571;P00615;3;Paris;2024-11-23;2024-11-26;FedEx;16.64;3
SHP000496;O000573;P00035;2;Paris;2024-12-03;2024-12-05;DHL;12.83;2
SHP000497;O000574;P00923;3;Lyon;2024-12-21;2024-12-27;UPS;13.09;6
SHP000498;O000576;P00175;1;Paris;2024-03-07;2024-03-11;FedEx;12.78;4
SHP000499;O000577;P00971;15;Marseille;2024-12-29;2025-01-02;FedEx;21.74;4
SHP000500;O000578;P00396;20;Paris;2024-02-29;2024-03-05;UPS;15.9;5
SHP000501;O000579;P00510;5;Marseille;2024-11-16;2024-11-20;UPS;13.89;4
SHP000502;O000580;P00921;3;Marseille;2024-12-18;2024-12-22;FedEx;17.36;4
SHP000503;O000581;P00149;2;Lyon;2024-02-05;2024-02-11;UPS;11.17;6
SHP000504;O000582;P00014;8;Marseille;2024-09-14;2024-09-18;UPS;14.7;4
SHP000505;O000583;P00532;5;Paris;2024-12-31;2025-01-02;DHL;15.48;2
SHP000506;O000584;P00811;1;Lyon;2024-10-21;2024-10-25;FedEx;13.63;4
SHP000507;O000587;P00467;12;Paris;2024-09-29;2024-10-04;UPS;15.38;5
SHP000508;O000588;P00159;10;Paris;2024-12-13;2024-12-17;FedEx;20.23;4
SHP000509;O000589;P00110;15;Lyon;2024-01-30;2024-02-04;UPS;15.65;5
SHP000510;O000590;P00435;8;Marseille;2024-12-30;2025-01-02;FedEx;19.26;3
SHP000511;O000592;P00029;5;Marseille;2024-12-08;2024-12-10;DHL;14.91;2
SHP000512;O000593;P00105;2;Lyon;2024-12-06;2024-12-08;DHL;13.35;2
SHP000513;O000595;P00011;12;Paris;2024-11-09;2024-11-11;DHL;17.46;2
SHP000514;O000596;P00963;10;Marseille;2024-04-11;2024-04-16;UPS;15.06;5
SHP000515;O000599;P00258;1;Marseille;2024-12-16;2024-12-22;Chronopost;6.36;6
SHP000516;O000600;P00357;1;Paris;2024-03-30;2024-04-02;FedEx;12.26;3
SHP000517;O000601;P00641;2;Paris;2024-10-15;2024-10-21;Chronopost;9.01;6
SHP000518;O000602;P00846;8;Paris;2024-04-08;2024-04-12;UPS;14.67;4
SHP000519;O000603;P00757;20;Lyon;2024-12-02;2024-12-06;FedEx;21.87;4
SHP000520;O000604;P00400;1;Paris;2024-12-12;2024-12-16;FedEx;13.5;4
SHP000521;O000605;P00931;3;Marseille;2024-12-27;2025-01-01;UPS;13.16;5
SHP000522;O000606;P00379;2;Paris;2024-12-22;2024-12-27;UPS;11.67;5
SHP000523;O000607;P00182;15;Marseille;2024-01-05;2024-01-09;FedEx;21.7;4
SHP000524;O000608;P00002;10;Paris;2024-12-04;2024-12-06;DHL;16.74;2
SHP000525;O000609;P00636;10;Marseille;2024-05-15;2024-05-19;FedEx;20.38;4
SHP000526;O000610;P00876;3;Paris;2024-12-21;2024-12-23;DHL;13.75;2
SHP000527;O000611;P00859;2;Marseille;2024-07-19;2024-07-22;FedEx;16.15;3
SHP000528;O000614;P00729;2;Lyon;2024-02-02;2024-02-06;FedEx;14.73;4
SHP000529;O000616;P00729;1;Marseille;2024-12-31;2025-01-02;DHL;10.45;2
SHP000530;O000617;P00784;10;Paris;2024-05-27;2024-05-31;UPS;15.05;4
SHP000531;O000618;P00090;8;Paris;2024-12-11;2024-12-13;DHL;16.5;2
SHP000532;O000619;P00467;20;Paris;2024-08-11;2024-08-13;DHL;18.0;2
SHP000533;O000620;P00357;20;Paris;2024-08-10;2024-08-13;FedEx;21.97;3
SHP000534;O000623;P00128;3;Marseille;2024-11-14;2024-11-18;FedEx;17.55;4
SHP000535;O000624;P00031;8;Marseille;2024-12-02;2024-12-05;FedEx;19.69;3
SHP000536;O000625;P00046;15;Lyon;2024-06-13;2024-06-17;FedEx;21.45;4
SHP000537;O000626;P00149;10;Marseille;2024-09-13;2024-09-15;DHL;16.8;2
SHP000538;O000627;P00371;1;Marseille;2024-12-14;2024-12-16;DHL;11.98;2
SHP000539;O000629;P00971;3;Paris;2024-12-03;2024-12-06;FedEx;16.51;3
SHP000540;O000631;P00379;1;Paris;2024-11-24;2024-11-29;UPS;9.9;5
SHP000541;O000632;P00449;15;Lyon;2024-05-06;2024-05-09;FedEx;21.54;3
SHP000542;O000633;P00473;5;Paris;2024-11-08;2024-11-15;Chronopost;10.85;7
SHP000543;O000634;P00296;1;Marseille;2024-05-23;2024-05-25;DHL;11.83;2
SHP000544;O000635;P00355;5;Paris;2024-12-28;2025-01-04;Chronopost;11.37;7
SHP000545;O000636;P00912;5;Marseille;2024-11-01;2024-11-03;DHL;14.95;2
SHP000546;O000637;P00296;2;Marseille;2024-03-11;2024-03-15;FedEx;15.58;4
SHP000547;O000638;P00923;1;Paris;2024-08-16;2024-08-18;DHL;10.91;2
SHP000548;O000639;P00733;5;Paris;2024-03-03;2024-03-09;UPS;13.7;6
SHP000549;O000640;P00105;3;Lyon;2024-12-17;2024-12-23;UPS;12.64;6
SHP000550;O000641;P00371;8;Marseille;2024-08-18;2024-08-21;FedEx;19.72;3
SHP000551;O000642;P00232;3;Paris;2024-10-23;2024-10-30;Chronopost;10.16;7
SHP000552;O000643;P00011;10;Lyon;2024-10-06;2024-10-12;Chronopost;12.82;6
SHP000553;O000645;P00986;3;Paris;2024-12-24;2024-12-28;FedEx;17.52;4
SHP000554;O000646;P00008;3;Marseille;2024-11-09;2024-11-11;DHL;14.49;2
SHP000555;O000647;P00037;10;Marseille;2024-09-23;2024-09-29;UPS;15.14;6
SHP000556;O000648;P00876;2;Marseille;2024-03-04;2024-03-07;FedEx;16.03;3
SHP000557;O000649;P00943;1;Lyon;2024-04-16;2024-04-18;DHL;11.07;2
SHP000558;O000650;P00084;1;Paris;2024-01-23;2024-01-25;DHL;10.23;2
SHP000559;O000651;P00382;8;Paris;2024-01-08;2024-01-13;UPS;14.29;5
SHP000560;O000652;P00055;5;Paris;2024-09-16;2024-09-18;DHL;14.96;2
SHP000561;O000653;P00759;5;Marseille;2024-12-10;2024-12-13;FedEx;19.04;3
SHP000562;O000654;P00536;1;Lyon;2024-12-02;2024-12-07;UPS;10.49;5
SHP000563;O000655;P00032;1;Paris;2024-02-16;2024-02-18;DHL;11.09;2
SHP000564;O000656;P00451;1;Paris;2024-02-05;2024-02-07;DHL;10.12;2
SHP000565;O000657;P00296;2;Lyon;2024-05-28;2024-06-01;FedEx;15.51;4
SHP000566;O000658;P00435;3;Lyon;2024-01-07;2024-01-12;UPS;13.13;5
SHP000567;O000659;P00843;2;Paris;2024-11-16;2024-11-20;FedEx;15.92;4
SHP000568;O000660;P00938;2;Lyon;2024-09-13;2024-09-18;UPS;12.06;5
SHP000569;O000661;P00377;12;Lyon;2024-11-18;2024-11-21;FedEx;21.04;3
SHP000570;O000662;P00370;2;Lyon;2024-04-15;2024-04-17;DHL;12.79;2
SHP000571;O000663;P00105;3;Marseille;2024-10-26;2024-10-28;DHL;14.11;2
SHP000572;O000664;P00968;8;Lyon;2024-09-02;2024-09-05;FedEx;19.84;3
SHP000573;O000666;P00032;2;Paris;2024-06-06;2024-06-10;FedEx;15.97;4
SHP000574;O000667;P00653;5;Marseille;2024-12-28;2024-12-30;DHL;14.98;2
SHP000575;O000668;P00933;10;Marseille;2024-08-31;2024-09-02;DHL;16.9;2
SHP000576;O000669;P00613;15;Paris;2024-03-05;2024-03-09;FedEx;21.5;4
SHP000577;O000671;P00846;1;Paris;2025-01-03;2025-01-09;UPS;10.03;6
SHP000578;O000672;P00305;12;Marseille;2024-11-24;2024-11-30;UPS;15.49;6
SHP000579;O000673;P00584;3;Lyon;2024-01-27;2024-01-29;DHL;13.94;2
SHP000580;O000674;P00639;2;Marseille;2024-12-05;2024-12-07;DHL;12.07;2
SHP000581;O000676;P00704;3;Lyon;2024-11-21;2024-11-26;UPS;12.21;5
SHP000582;O000677;P00449;20;Marseille;2024-10-18;2024-10-22;UPS;15.86;4
SHP000583;O000678;P00558;3;Paris;2024-02-01;2024-02-06;UPS;12.45;5
SHP000584;O000679;P00654;2;Paris;2024-10-15;2024-10-17;DHL;12.63;2
SHP000585;O000680;P00373;5;Marseille;2024-05-03;2024-05-07;UPS;13.43;4
SHP000586;O000681;P00921;1;Paris;2024-03-10;2024-03-14;FedEx;14.4;4
SHP000587;O000682;P00886;1;Marseille;2024-12-12;2024-12-18;UPS;9.53;6
SHP000588;O000683;P00487;1;Paris;2024-01-08;2024-01-12;FedEx;13.29;4
SHP000589;O000686;P00729;1;Lyon;2024-11-24;2024-11-28;UPS;9.9;4
SHP000590;O000688;P00179;1;Lyon;2024-01-24;2024-01-26;DHL;11.22;2
SHP000591;O000689;P00490;1;Paris;2024-03-20;2024-03-24;UPS;9.97;4
SHP000592;O000690;P00545;5;Marseille;2024-06-09;2024-06-13;FedEx;18.41;4
SHP000593;O000691;P00009;1;Lyon;2024-01-09;2024-01-12;FedEx;13.82;3
SHP000594;O000692;P00892;2;Paris;2024-11-18;2024-11-25;Chronopost;8.77;7
SHP000595;O000694;P00063;12;Lyon;2024-08-30;2024-09-02;FedEx;20.97;3
SHP000596;O000695;P00503;3;Marseille;2024-08-29;2024-09-02;FedEx;16.74;4
SHP000597;O000696;P00135;5;Marseille;2024-12-08;2024-12-14;Chronopost;11.34;6
SHP000598;O000698;P00521;1;Marseille;2024-08-29;2024-09-05;Chronopost;7.38;7
SHP000599;O000700;P00509;1;Marseille;2024-01-31;2024-02-04;UPS;10.35;4
SHP000600;O000701;P00654;1;Marseille;2024-11-29;2024-12-03;FedEx;12.41;4
SHP000601;O000702;P00009;1;Paris;2024-02-13;2024-02-15;DHL;11.35;2
SHP000602;O000703;P00979;2;Paris;2024-05-28;2024-05-30;DHL;12.23;2
SHP000603;O000704;P00957;1;Marseille;2024-05-31;2024-06-02;DHL;11.42;2
SHP000604;O000705;P00893;1;Lyon;2024-12-07;2024-12-10;FedEx;12.89;3
SHP000605;O000707;P00256;1;Marseille;2024-12-28;2025-01-02;UPS;9.84;5
SHP000606;O000709;P00473;3;Paris;2024-11-03;2024-11-06;FedEx;16.61;3
SHP000607;O000710;P00159;1;Paris;2024-12-22;2024-12-29;Chronopost;7.65;7
SHP000608;O000711;P00250;2;Paris;2024-07-03;2024-07-07;UPS;11.55;4
SHP000609;O000712;P00765;3;Paris;2024-04-06;2024-04-10;FedEx;17.03;4
SHP000610;O000714;P00613;5;Paris;2024-04-30;2024-05-02;DHL;15.52;2
SHP000611;O000715;P00062;1;Paris;2024-06-15;2024-06-17;DHL;10.31;2
SHP000612;O000716;P00140;8;Paris;2024-10-05;2024-10-07;DHL;16.4;2
SHP000613;O000717;P00809;5;Marseille;2024-02-07;2024-02-10;FedEx;18.28;3
SHP000614;O000718;P00470;1;Lyon;2024-01-19;2024-01-23;FedEx;12.82;4
