id_achat;date_achat;id_produit;quantité;id_fournisseur;prix_unitaire;délai_livraison_jours
PO000516;24/09/2024;P00537;10;S028;163.6;8
PO000517;26/06/2024;P00983;50;S031;254.86;3
PO000518;08/04/2024;P00782;50;S008;77.66;3
PO000519;04/08/2024;P00857;100;S008;110.3;10
PO000520;17/10/2024;P00684;25;S008;154.0;6
PO000521;30/08/2024;P00146;10;S008;270.14;3
PO000522;21/08/2024;P00422;50;S002;229.59;12
PO000523;12/01/2024;P00699;150;S002;87.22;4
PO000524;16/04/2024;P00825;50;S017;227.21;6
PO000525;24/06/2024;P00883;50;S029;128.72;4
PO000526;21/07/2024;P00718;75;S008;242.26;2
PO000527;07/10/2024;P00219;150;S006;76.7;7
PO000528;15/12/2024;P00556;75;S002;272.18;6
PO000529;22/12/2024;P00482;10;S024;26.3;8
PO000530;07/03/2024;P00481;25;S012;237.7;6
PO000531;21/10/2024;P00564;25;S029;105.57;12
PO000532;04/10/2024;P00780;75;S044;241.58;5
PO000533;08/06/2024;P00888;10;S029;52.04;8
PO000534;10/11/2024;P00899;50;S036;78.03;6
PO000535;13/02/2024;P00951;100;S042;112.99;9
PO000536;01/08/2024;P00346;50;S028;258.55;3
PO000537;08/10/2024;P00131;100;S044;55.0;8
PO000538;22/06/2024;P00382;50;S028;31.09;10
PO000539;12/09/2024;P00945;500;S046;229.01;12
PO000540;11/11/2024;P00742;300;S034;148.3;14
PO000541;14/08/2024;P00647;150;S046;35.98;6
PO000542;24/09/2024;P00557;300;S008;47.35;2
PO000543;01/02/2024;P00974;25;S041;181.62;3
PO000544;16/01/2024;P00031;150;S029;10.61;13
PO000545;04/10/2024;P00481;50;S029;158.09;7
PO000546;31/07/2024;P00807;100;S002;40.64;9
PO000547;28/05/2024;P00989;50;S029;151.29;12
PO000548;01/04/2024;P00612;50;S010;132.75;9
PO000549;23/07/2024;P00738;300;S029;179.05;4
PO000550;19/02/2024;P00966;25;S008;123.98;5
PO000551;16/11/2024;P00679;150;S046;123.08;11
PO000552;05/10/2024;P00085;100;S029;56.6;9
PO000553;14/12/2024;P00178;50;S008;24.08;8
PO000554;04/09/2024;P00468;75;S029;118.05;14
PO000555;27/05/2024;P00282;25;S008;216.3;7
PO000556;23/03/2024;P00431;300;S037;204.4;5
PO000557;11/11/2024;P00445;300;S008;121.67;10
PO000558;01/05/2024;P00504;100;S036;290.78;9
PO000559;22/01/2024;P00378;150;S008;97.09;4
PO000560;18/05/2024;P00870;10;S008;237.97;3
PO000561;27/10/2024;P00791;50;S029;298.97;3
PO000562;08/04/2024;P00556;50;S028;162.12;8
PO000563;13/10/2024;P00333;75;S029;283.31;2
PO000564;12/03/2024;P00174;25;S029;136.45;13
PO000565;13/12/2024;P00985;75;S008;77.92;7
PO000566;30/04/2024;P00565;100;S008;47.29;14
PO000567;15/05/2024;P00066;25;S002;13.65;13
PO000568;25/11/2024;P00828;25;S048;202.51;8
PO000569;07/12/2024;P00843;10;S048;120.09;5
PO000570;21/03/2024;P00811;150;S008;50.92;9
PO000571;21/09/2024;P00797;50;S038;214.41;13
PO000572;07/05/2024;P00673;25;S008;186.33;14
PO000573;21/09/2024;P00603;150;S008;249.55;5
PO000574;13/11/2024;P00999;25;S029;242.37;9
PO000575;01/01/2024;P00390;50;S028;78.43;11
PO000576;22/03/2024;P00958;100;S028;85.35;2
PO000577;16/11/2024;P00240;75;S046;239.56;7
PO000578;20/06/2024;P00900;75;S002;32.02;6
PO000579;17/02/2024;P00383;25;S002;298.83;13
PO000580;14/06/2024;P00583;25;S038;83.96;14
PO000581;09/06/2024;P00474;75;S048;57.15;12
PO000582;26/10/2024;P00218;10;S001;292.15;14
PO000583;10/06/2024;P00750;200;S028;75.04;4
PO000584;21/07/2024;P00360;50;S028;199.85;13
PO000585;16/05/2024;P00189;50;S029;60.98;8
PO000586;31/08/2024;P00597;50;S028;273.25;9
PO000587;07/11/2024;P00911;200;S008;292.17;5
PO000588;22/07/2024;P00298;100;S010;161.88;3
PO000589;21/01/2024;P00646;50;S019;212.09;8
PO000590;07/10/2024;P00085;75;S029;264.79;12
PO000591;02/07/2024;P00448;50;S029;194.82;3
PO000592;10/02/2024;P00226;75;S029;266.54;5
PO000593;21/10/2024;P00649;50;S012;187.01;9
PO000594;20/01/2024;P00296;50;S042;57.02;11
PO000595;17/03/2024;P00574;50;S028;90.11;12
PO000596;01/04/2024;P00414;10;S028;148.36;9
PO000597;18/10/2024;P00405;10;S045;133.31;12
PO000598;20/12/2024;P00190;25;S002;158.51;5
PO000599;27/02/2024;P00780;50;S008;238.07;10
PO000600;09/10/2024;P00717;200;S008;88.85;7
PO000601;06/12/2024;P00740;100;S008;103.78;7
PO000602;26/08/2024;P00440;300;S029;156.43;12
PO000603;28/02/2024;P00534;50;S012;231.98;5
PO000604;22/02/2024;P00809;50;S008;70.16;7
PO000605;07/10/2024;P00981;100;S028;280.46;9
PO000606;05/11/2024;P00353;75;S029;97.65;14
PO000607;03/09/2024;P00118;75;S008;32.04;4
PO000608;10/10/2024;P00251;75;S029;143.7;9
PO000609;28/03/2024;P00809;75;S002;92.76;2
PO000610;08/06/2024;P00024;150;S028;74.61;9
PO000611;08/09/2024;P00153;100;S029;18.55;5
PO000612;30/01/2024;P00996;300;S008;190.35;7
PO000613;07/06/2024;P00358;300;S036;163.96;4
PO000614;04/11/2024;P00208;50;S031;249.36;8
PO000615;10/10/2024;P00047;10;S008;81.02;12
PO000616;19/02/2024;P00046;10;S008;146.64;12
PO000617;08/12/2024;P00625;25;S019;253.76;10
PO000618;15/10/2024;P00173;10;S046;119.09;8
PO000619;21/11/2024;P00293;50;S002;104.18;6
PO000620;14/09/2024;P00556;10;S002;179.69;14
PO000621;30/04/2024;P00084;100;S029;155.4;14
PO000622;21/12/2024;P00368;25;S029;254.3;5
PO000623;19/08/2024;P00500;75;S027;32.37;2
PO000624;20/11/2024;P00129;25;S028;243.14;7
PO000625;01/10/2024;P00085;150;S046;277.39;7
PO000626;21/07/2024;P00653;150;S002;148.32;9
PO000627;18/03/2024;P00059;50;S028;159.01;5
PO000628;28/07/2024;P00288;200;S029;75.24;6
PO000629;03/01/2024;P00531;25;S011;33.67;9
PO000630;25/01/2024;P00422;150;S012;173.47;11
PO000631;21/07/2024;P00533;75;S028;81.52;11
PO000632;22/11/2024;P00761;50;S008;50.35;6
PO000633;24/05/2024;P00099;10;S028;152.9;12
PO000634;29/01/2024;P00281;25;S007;177.46;7
PO000635;26/12/2024;P00077;200;S013;178.35;12
PO000636;30/07/2024;P00587;100;S028;97.15;5
PO000637;06/12/2024;P00381;25;S014;23.67;2
PO000638;04/08/2024;P00376;75;S029;290.06;2
PO000639;10/02/2024;P00101;25;S008;168.77;5
PO000640;02/06/2024;P00014;10;S043;93.47;8
PO000641;16/09/2024;P00038;200;S031;27.13;12
PO000642;03/12/2024;P00529;75;S048;269.36;2
PO000643;03/07/2024;P00483;50;S012;47.05;3
PO000644;08/07/2024;P00630;300;S002;91.42;7
PO000645;17/04/2024;P00200;50;S028;88.8;5
PO000646;01/01/2024;P00890;50;S012;271.65;7
PO000647;10/11/2024;P00476;50;S028;154.07;5
PO000648;30/04/2024;P00966;75;S010;118.5;9
PO000649;23/11/2024;P00545;75;S028;132.49;4
PO000650;29/04/2024;P00587;10;S021;158.83;14
PO000651;03/10/2024;P00423;100;S029;117.54;5
PO000652;10/11/2024;P00279;150;S028;132.38;11
PO000653;09/12/2024;P00028;100;S008;49.08;3
PO000654;15/06/2024;P00768;200;S029;84.77;3
PO000655;14/09/2024;P00407;50;S021;85.7;11
PO000656;24/09/2024;P00870;25;S008;216.89;4
PO000657;05/12/2024;P00913;100;S010;239.1;6
PO000658;12/09/2024;P00091;25;S028;299.86;6
PO000659;03/07/2024;P00586;10;S008;298.92;4
PO000660;21/11/2024;P00511;10;S002;292.41;5
PO000661;30/10/2024;P00790;150;S048;22.0;6
PO000662;05/11/2024;P00032;10;S029;174.18;6
PO000663;03/07/2024;P00367;50;S028;196.93;2
PO000664;22/06/2024;P00828;25;S048;29.44;7
PO000665;04/12/2024;P00145;150;S028;264.12;5
PO000666;29/09/2024;P00200;75;S010;26.78;5
PO000667;28/06/2024;P00078;25;S029;211.32;11
PO000668;06/02/2024;P00261;150;S029;68.16;2
PO000669;26/07/2024;P00507;150;S008;170.18;8
PO000670;04/01/2024;P00336;75;S018;64.86;7
PO000671;08/10/2024;P00063;50;S008;278.03;2
PO000672;04/09/2024;P00594;75;S008;238.42;11
PO000673;30/04/2024;P00697;300;S010;227.35;13
PO000674;27/11/2024;P00426;10;S028;93.18;8
PO000675;12/04/2024;P00441;50;S005;153.69;13
PO000676;14/10/2024;P00250;50;S028;154.25;13
PO000677;25/07/2024;P00273;100;S002;74.21;6
PO000678;13/10/2024;P00219;100;S029;156.32;6
PO000679;08/06/2024;P00594;25;S028;67.19;3
PO000680;15/05/2024;P00541;25;S029;76.5;7
PO000681;27/03/2024;P00634;300;S029;269.69;5
PO000682;24/10/2024;P00760;150;S028;179.91;2
PO000683;19/02/2024;P00672;300;S029;97.47;9
PO000684;02/11/2024;P00373;150;S008;12.65;8
PO000685;14/12/2024;P00715;50;S008;217.56;6
PO000686;25/09/2024;P00566;25;S001;118.64;6
PO000687;08/10/2024;P00942;100;S048;63.5;9
PO000688;28/08/2024;P00509;50;S042;67.66;10
PO000689;01/02/2024;P00877;50;S029;80.07;12
PO000690;03/09/2024;P00992;50;S029;60.31;4
PO000691;26/12/2024;P00798;300;S008;22.54;9
PO000692;08/12/2024;P00261;10;S028;97.25;13
PO000693;03/08/2024;P00667;25;S012;41.74;4
PO000694;01/07/2024;P00581;100;S029;274.29;3
PO000695;24/10/2024;P00228;200;S048;251.26;7
PO000696;28/11/2024;P00554;200;S039;276.45;9
PO000697;23/10/2024;P00393;75;S008;207.36;11
PO000698;22/02/2024;P00556;10;S008;282.84;12
PO000699;09/03/2024;P00234;50;S029;207.93;12
PO000700;24/08/2024;P00398;200;S028;194.44;14
PO000701;16/07/2024;P00859;75;S047;78.69;9
PO000702;30/12/2024;P00985;100;S029;115.46;12
PO000703;21/07/2024;P00864;50;S050;100.53;10
PO000704;29/02/2024;P00172;10;S008;279.18;14
PO000705;08/01/2024;P00456;75;S014;45.3;14
PO000706;19/06/2024;P00590;150;S008;287.56;2
PO000707;27/03/2024;P00029;500;S008;147.61;4
PO000708;22/03/2024;P00635;150;S046;36.32;6
PO000709;05/09/2024;P00121;75;S028;265.7;8
PO000710;10/10/2024;P00435;100;S008;263.95;11
PO000711;27/08/2024;P00861;150;S029;134.83;7
PO000712;18/12/2024;P00330;10;S039;152.15;8
PO000713;23/08/2024;P00592;300;S010;93.73;12
PO000714;26/05/2024;P00337;75;S029;232.69;11
PO000715;22/02/2024;P00766;300;S012;254.13;3
PO000716;22/06/2024;P00226;150;S020;16.78;12
PO000717;04/03/2024;P00414;25;S001;276.23;7
PO000718;04/09/2024;P00887;25;S012;144.2;8
PO000719;31/03/2024;P00097;50;S028;169.63;6
PO000720;16/06/2024;P00333;50;S010;82.6;7
PO000721;11/10/2024;P00369;50;S028;29.99;5
PO000722;29/08/2024;P00941;100;S029;286.97;14
PO000723;14/05/2024;P00940;50;S048;153.59;13
PO000724;10/04/2024;P00153;10;S022;165.51;10
PO000725;27/07/2024;P00611;500;S029;59.35;8
PO000726;07/02/2024;P00895;50;S029;197.6;4
PO000727;01/11/2024;P00453;200;S041;170.88;9
PO000728;26/04/2024;P00149;10;S046;137.03;11
PO000729;01/11/2024;P00275;150;S028;280.05;14
PO000730;16/09/2024;P00665;25;S002;169.48;13
PO000731;10/10/2024;P00509;100;S028;74.38;13
PO000732;21/11/2024;P00748;100;S029;158.9;7
PO000733;29/10/2024;P00957;200;S008;177.65;11
PO000734;27/04/2024;P00772;50;S026;195.38;8
PO000735;11/04/2024;P00626;25;S034;246.75;7
PO000736;04/08/2024;P00744;200;S038;173.04;6
PO000737;15/07/2024;P00073;50;S028;155.6;4
PO000738;05/01/2024;P00021;25;S002;147.06;10
PO000739;04/06/2024;P00777;75;S028;278.87;11
PO000740;11/10/2024;P00128;25;S008;44.08;8
PO000741;07/01/2024;P00136;50;S028;101.05;5
PO000742;25/08/2024;P00506;50;S008;203.48;12
PO000743;10/12/2024;P00908;50;S008;44.1;10
PO000744;16/01/2024;P00440;75;S008;105.7;13
PO000745;27/04/2024;P00459;50;S008;81.56;2
PO000746;02/11/2024;P00410;150;S010;115.15;6
PO000747;03/02/2024;P00199;200;S029;185.03;6
PO000748;17/03/2024;P00130;25;S048;105.15;13
PO000749;30/03/2024;P00041;150;S029;249.17;4
PO000750;28/11/2024;P00524;300;S029;13.73;11
PO000751;06/09/2024;P00527;100;S047;144.31;14
PO000752;31/07/2024;P00846;500;S028;110.25;9
PO000753;09/07/2024;P00949;50;S012;138.97;5
PO000754;06/08/2024;P00863;150;S028;195.61;2
PO000755;20/05/2024;P00372;100;S005;281.85;13
PO000756;25/04/2024;P00483;50;S008;85.3;2
PO000757;31/12/2024;P00547;100;S008;56.41;5
PO000758;08/12/2024;P00543;75;S028;66.26;4
PO000759;03/05/2024;P00172;25;S046;255.09;13
PO000760;06/08/2024;P00030;25;S008;152.82;6
PO000761;01/11/2024;P00510;100;S028;55.7;14
PO000762;17/07/2024;P00775;100;S008;87.41;5
PO000763;18/08/2024;P00595;75;S028;237.09;8
PO000764;23/06/2024;P00529;75;S001;278.23;5
PO000765;11/04/2024;P00289;25;S029;286.71;11
PO000766;06/03/2024;P00657;50;S010;69.31;4
PO000767;03/05/2024;P00728;200;S046;154.29;3
PO000768;20/02/2024;P00622;200;S048;227.45;7
PO000769;19/01/2024;P00818;100;S002;220.77;8
PO000770;30/12/2024;P00176;500;S008;47.48;13
PO000771;02/05/2024;P00583;200;S002;295.87;9
PO000772;28/10/2024;P00868;25;S028;179.12;11
PO000773;11/05/2024;P00412;50;S029;35.87;12
PO000774;03/08/2024;P00945;25;S008;93.57;14
PO000775;18/09/2024;P00613;75;S044;219.83;5
PO000776;23/06/2024;P00968;150;S008;224.75;3
PO000777;25/02/2024;P00948;25;S029;141.8;12
PO000778;15/02/2024;P00949;200;S010;132.87;8
PO000779;02/10/2024;P00303;75;S008;95.74;4
PO000780;07/02/2024;P00579;100;S008;263.36;2
PO000781;19/11/2024;P00741;10;S008;26.65;3
PO000782;12/01/2024;P00341;10;S012;192.88;14
PO000783;02/05/2024;P00651;100;S035;229.51;4
PO000784;03/06/2024;P00940;150;S029;284.02;10
PO000785;21/08/2024;P00041;200;S048;187.88;10
PO000786;30/01/2024;P00634;100;S005;157.14;2
PO000787;20/11/2024;P00001;25;S029;152.83;9
PO000788;21/03/2024;P00301;25;S028;191.3;14
PO000789;22/09/2024;P00342;200;S028;122.58;9
PO000790;23/11/2024;P00202;25;S008;105.64;8
PO000791;04/05/2024;P00036;100;S028;259.53;6
PO000792;29/01/2024;P00598;75;S008;284.67;6
PO000793;30/05/2024;P00601;50;S019;282.01;10
PO000794;05/09/2024;P00475;50;S028;252.73;7
PO000795;06/10/2024;P00627;300;S028;187.71;13
PO000796;16/03/2024;P00626;200;S008;67.39;4
PO000797;21/07/2024;P00408;200;S031;66.7;7
PO000798;18/11/2024;P00126;50;S021;41.49;4
PO000799;10/11/2024;P00722;25;S029;14.85;6
PO000800;29/08/2024;P00845;500;S048;215.74;6
PO000801;08/05/2024;P00234;25;S029;207.77;5
PO000802;07/02/2024;P00974;75;S046;65.29;3
PO000803;13/04/2024;P00863;50;S025;277.11;13
PO000804;01/12/2024;P00638;75;S028;264.05;2
PO000805;09/04/2024;P00461;50;S005;86.5;7
PO000806;01/03/2024;P00541;200;S008;63.93;12
PO000807;03/06/2024;P00288;300;S008;227.95;5
PO000808;16/08/2024;P00166;50;S010;87.86;8
PO000809;13/11/2024;P00120;10;S028;114.09;14
PO000810;27/01/2024;P00278;100;S046;259.08;2
PO000811;27/08/2024;P00199;50;S046;250.1;12
PO000812;19/02/2024;P00292;500;S028;48.5;6
PO000813;08/03/2024;P00163;10;S008;227.71;4
PO000814;18/05/2024;P00244;25;S046;103.38;13
PO000815;28/04/2024;P00840;100;S008;85.1;13
PO000816;01/07/2024;P00614;150;S028;89.23;5
PO000817;01/09/2024;P00273;75;S008;262.19;4
PO000818;29/07/2024;P00466;50;S002;30.28;14
PO000819;15/05/2024;P00636;50;S008;134.01;6
PO000820;24/11/2024;P00043;50;S028;118.11;6
PO000821;27/08/2024;P00980;25;S012;243.49;11
PO000822;16/03/2024;P00930;200;S028;27.09;4
PO000823;20/05/2024;P00004;10;S028;206.33;7
PO000824;10/06/2024;P00350;50;S012;144.64;10
PO000825;31/05/2024;P00477;100;S029;280.15;4
PO000826;02/10/2024;P00517;10;S008;84.96;14
PO000827;27/09/2024;P00410;200;S008;265.74;5
PO000828;15/04/2024;P00965;100;S008;60.36;4
PO000829;14/07/2024;P00966;10;S048;208.5;8
PO000830;16/07/2024;P00111;200;S048;154.17;5
PO000831;10/02/2024;P00308;75;S008;279.67;4
PO000832;16/05/2024;P00658;100;S012;125.7;11
PO000833;25/05/2024;P00620;200;S008;157.1;2
PO000834;28/10/2024;P00109;200;S002;266.27;11
PO000835;23/06/2024;P00678;50;S008;241.45;8
PO000836;21/01/2024;P00681;25;S010;130.16;12
PO000837;27/07/2024;P00490;50;S029;236.69;11
PO000838;09/05/2024;P00985;150;S046;294.5;14
PO000839;04/08/2024;P00958;300;S048;297.65;11
PO000840;08/03/2024;P00585;10;S028;57.61;9
PO000841;24/08/2024;P00159;10;S029;81.81;8
PO000842;16/12/2024;P00436;150;S008;90.48;7
PO000843;23/04/2024;P00795;50;S028;298.89;5
PO000844;20/04/2024;P00299;50;S002;230.26;8
PO000845;22/05/2024;P00327;25;S029;38.56;10
PO000846;06/09/2024;P00661;50;S028;56.74;12
PO000847;15/05/2024;P00746;500;S046;289.74;5
PO000848;13/11/2024;P00108;500;S046;161.37;3
PO000849;09/09/2024;P00935;50;S029;233.35;14
PO000850;13/12/2024;P00086;300;S029;82.11;2
PO000851;27/08/2024;P00745;50;S035;95.76;7
PO000852;06/03/2024;P00909;200;S014;190.63;2
PO000853;14/07/2024;P00770;25;S012;158.39;4
PO000854;24/04/2024;P00487;150;S002;214.66;2
PO000855;31/07/2024;P00412;50;S008;215.31;12
PO000856;02/10/2024;P00977;25;S029;139.69;5
PO000857;29/05/2024;P00694;300;S008;13.92;6
PO000858;10/12/2024;P00250;25;S028;288.94;12
PO000859;14/03/2024;P00571;500;S021;144.82;5
PO000860;18/11/2024;P00151;25;S028;54.16;4
PO000861;11/02/2024;P00184;10;S010;171.54;11
PO000862;19/04/2024;P00704;200;S029;282.94;14
PO000863;30/03/2024;P00748;75;S002;231.27;8
PO000864;12/12/2024;P00304;50;S008;282.99;13
PO000865;30/11/2024;P00517;10;S002;202.92;9
PO000866;03/05/2024;P00617;75;S028;33.79;5
PO000867;03/07/2024;P00522;50;S012;196.03;3
PO000868;23/06/2024;P00740;75;S020;259.02;6
PO000869;10/09/2024;P00929;100;S008;198.06;10
PO000870;15/02/2024;P00836;100;S048;286.64;7
PO000871;09/12/2024;P00003;300;S041;264.11;7
PO000872;13/05/2024;P00337;100;S046;139.19;12
PO000873;14/12/2024;P00771;50;S028;255.08;4
PO000874;01/11/2024;P00877;50;S046;270.31;5
PO000875;03/05/2024;P00941;75;S028;25.73;8
PO000876;05/01/2024;P00944;50;S028;92.56;11
PO000877;15/03/2024;P00245;50;S008;261.05;7
PO000878;06/08/2024;P00870;150;S002;45.02;4
PO000879;11/10/2024;P00592;200;S012;90.18;13
PO000880;14/06/2024;P00633;100;S033;227.17;13
PO000881;13/09/2024;P00377;75;S028;45.75;13
PO000882;04/10/2024;P00984;50;S008;250.99;11
PO000883;28/01/2024;P00152;100;S008;229.06;12
PO000884;23/08/2024;P00049;150;S029;79.62;11
PO000885;10/01/2024;P00494;100;S048;45.29;13
PO000886;19/10/2024;P00052;10;S008;262.83;11
PO000887;28/07/2024;P00836;100;S028;26.75;11
PO000888;21/10/2024;P00341;100;S010;142.17;4
PO000889;05/12/2024;P00931;10;S029;122.41;6
PO000890;12/02/2024;P00093;25;S010;188.44;8
PO000891;13/04/2024;P00811;150;S029;257.39;11
PO000892;08/11/2024;P00323;75;S008;92.34;9
PO000893;15/08/2024;P00926;150;S008;33.25;6
PO000894;30/12/2024;P00201;25;S008;233.39;4
PO000895;27/11/2024;P00825;10;S029;152.52;13
PO000896;17/08/2024;P00977;25;S029;88.81;5
PO000897;08/01/2024;P00424;75;S028;115.45;2
PO000898;12/08/2024;P00185;75;S008;280.59;4
PO000899;16/04/2024;P00551;200;S030;13.45;2
PO000900;17/11/2024;P00312;100;S048;191.0;7
PO000901;17/01/2024;P00020;500;S029;47.67;9
PO000902;08/12/2024;P00978;10;S002;266.78;11
PO000903;04/01/2024;P00515;25;S008;182.84;13
PO000904;03/02/2024;P00833;10;S046;89.38;4
PO000905;20/08/2024;P00812;75;S039;194.98;2
PO000906;29/03/2024;P00183;50;S010;150.17;6
PO000907;21/08/2024;P00032;100;S008;165.05;4
PO000908;13/05/2024;P00234;25;S029;79.81;4
PO000909;31/03/2024;P00383;25;S012;266.2;12
PO000910;18/04/2024;P00755;75;S028;285.08;7
PO000911;02/07/2024;P00261;50;S006;236.46;9
PO000912;12/12/2024;P00594;150;S019;36.0;7
PO000913;06/09/2024;P00601;150;S012;275.85;13
PO000914;25/08/2024;P00299;25;S028;130.41;6
PO000915;23/08/2024;P00021;150;S029;121.9;11
PO000916;25/01/2024;P00738;75;S029;38.99;12
PO000917;17/01/2024;P00072;75;S008;226.26;10
PO000918;30/03/2024;P00865;10;S008;17.22;8
PO000919;11/04/2024;P00455;100;S029;231.29;2
PO000920;02/06/2024;P00427;10;S022;20.55;4
PO000921;28/02/2024;P00023;50;S050;49.06;10
PO000922;10/06/2024;P00533;10;S028;172.41;4
PO000923;21/12/2024;P00652;75;S029;148.89;14
PO000924;17/01/2024;P00334;100;S008;126.05;7
PO000925;13/08/2024;P00749;200;S008;236.35;14
PO000926;15/06/2024;P00879;100;S002;276.29;14
PO000927;23/11/2024;P00619;300;S008;29.21;10
PO000928;17/06/2024;P00846;150;S029;142.27;2
PO000929;02/08/2024;P00774;50;S028;127.57;4
PO000930;18/02/2024;P00117;75;S008;234.17;14
PO000931;30/04/2024;P00232;75;S048;45.66;6
PO000932;08/08/2024;P00545;75;S036;154.96;9
PO000933;25/05/2024;P00384;75;S029;110.12;12
PO000934;04/08/2024;P00969;100;S029;162.24;10
PO000935;15/07/2024;P00228;10;S001;232.1;7
PO000936;02/09/2024;P00360;100;S008;238.65;10
PO000937;21/04/2024;P00217;25;S003;33.35;10
PO000938;24/11/2024;P00976;10;S008;17.28;2
PO000939;07/08/2024;P00480;75;S012;270.43;4
PO000940;02/06/2024;P00318;75;S028;14.83;12
PO000941;31/07/2024;P00463;10;S010;299.21;5
PO000942;25/09/2024;P00248;75;S010;40.39;10
PO000943;27/03/2024;P00988;75;S028;10.1;7
PO000944;03/03/2024;P00053;10;S028;171.13;13
PO000945;22/10/2024;P00481;100;S029;136.92;14
PO000946;18/10/2024;P00562;25;S029;55.1;13
PO000947;06/01/2024;P00737;150;S010;255.91;5
PO000948;26/03/2024;P00059;50;S001;85.46;11
PO000949;18/02/2024;P00962;75;S028;60.4;10
PO000950;04/04/2024;P00869;200;S048;220.09;10
PO000951;10/10/2024;P00374;150;S002;25.44;13
PO000952;24/09/2024;P00277;150;S008;221.69;5
PO000953;08/02/2024;P00846;25;S024;51.76;8
PO000954;06/05/2024;P00586;10;S029;244.95;11
PO000955;14/12/2024;P00543;100;S002;53.85;8
PO000956;19/10/2024;P00373;50;S028;270.86;5
PO000957;20/12/2024;P00523;200;S002;72.6;2
PO000958;08/12/2024;P00734;50;S028;127.96;14
PO000959;01/07/2024;P00425;50;S028;25.72;10
PO000960;14/10/2024;P00882;75;S018;75.4;8
PO000961;04/05/2024;P00390;150;S008;104.11;2
PO000962;20/11/2024;P00569;50;S029;284.62;5
PO000963;05/05/2024;P00556;300;S028;230.01;14
PO000964;01/10/2024;P00348;75;S046;163.48;4
PO000965;27/02/2024;P00165;150;S012;70.17;3
PO000966;18/12/2024;P00524;75;S008;164.32;3
PO000967;29/11/2024;P00025;150;S001;266.97;2
PO000968;03/09/2024;P00864;10;S008;298.1;9
PO000969;09/09/2024;P00057;150;S043;208.71;3
PO000970;21/10/2024;P00952;75;S008;186.39;9
PO000971;02/02/2024;P00771;50;S010;183.83;13
PO000972;17/08/2024;P00548;25;S029;274.96;10
PO000973;11/05/2024;P00232;100;S018;174.09;9
PO000974;10/02/2024;P00880;25;S028;126.03;4
PO000975;24/07/2024;P00927;25;S010;239.75;3
PO000976;01/12/2024;P00814;25;S029;263.05;9
PO000977;20/11/2024;P00397;10;S028;170.29;4
PO000978;04/07/2024;P00442;100;S029;160.82;8
PO000979;11/04/2024;P00953;50;S046;71.15;14
PO000980;05/02/2024;P00318;25;S029;271.02;12
PO000981;14/04/2024;P00859;50;S012;36.02;4
PO000982;16/11/2024;P00080;75;S029;70.63;6
PO000983;17/10/2024;P00942;75;S025;223.66;10
PO000984;25/07/2024;P00288;50;S002;120.95;9
PO000985;29/06/2024;P00517;75;S008;50.8;4
PO000986;24/07/2024;P00088;50;S008;235.51;11
PO000987;09/09/2024;P00758;150;S002;156.29;4
PO000988;11/06/2024;P00305;10;S024;23.42;8
PO000989;25/04/2024;P00062;200;S002;147.96;9
PO000990;12/07/2024;P00184;25;S006;216.69;4
PO000991;12/08/2024;P00834;100;S028;233.31;9
PO000992;12/02/2024;P00536;50;S008;163.43;8
PO000993;12/07/2024;P00851;50;S008;63.46;12
PO000994;20/06/2024;P00233;100;S036;159.96;8
PO000995;09/03/2024;P00485;150;S028;89.44;3
PO000996;24/02/2024;P00723;50;S037;176.66;3
PO000997;28/10/2024;P00292;75;S029;240.88;10
PO000998;26/01/2024;P00127;10;S020;217.83;4
PO000999;05/09/2024;P00730;300;S046;268.57;9
PO001000;17/12/2024;P00899;150;S028;34.36;2
PO001001;11/10/2024;P00285;50;S002;215.18;8
PO001002;31/12/2024;P00860;150;S008;192.58;5
PO001003;02/10/2024;P00082;50;S046;115.84;7
PO001004;30/06/2024;P00616;100;S048;281.74;8
PO001005;07/07/2024;P00492;75;S029;206.55;14
PO001006;16/12/2024;P00461;75;S002;235.81;2
PO001007;11/02/2024;P00816;10;S029;187.24;4
PO001008;06/04/2024;P00690;300;S033;132.69;10
PO001009;24/09/2024;P00302;150;S028;171.55;2
PO001010;05/03/2024;P00364;150;S028;133.18;5
PO001011;02/01/2024;P00727;50;S012;95.53;13
PO001012;13/07/2024;P00124;50;S012;86.6;14
PO001013;03/04/2024;P00271;75;S036;173.78;7
PO001014;31/10/2024;P00127;150;S008;256.49;14
