id_commande;date_commande;id_produit;quantité;entrepôt;statut
O000627;2024-12-12;P00371;1;Marseille;Expédié
O000629;2024-11-30;P00971;3;Paris;Livré
O000631;2024-11-19;P00379;1;Paris;Livré
O000632;2024-05-03;P00449;15;Lyon;Expédié
O000633;2024-11-01;P00473;5;Paris;Expédié
O000634;2024-05-21;P00296;1;Marseille;Livré
O000635;2024-12-21;P00355;5;Paris;Livré
O000636;2024-10-30;P00912;5;Marseille;Livré
O000637;2024-03-07;P00296;2;Marseille;Livré
O000638;2024-08-14;P00923;1;Paris;Expédié
O000639;2024-02-26;P00733;5;Paris;Livré
O000640;2024-12-11;P00105;3;Lyon;Expédié
O000641;2024-08-15;P00371;8;Marseille;Livré
O000642;2024-10-16;P00232;3;Paris;Livré
O000643;2024-09-30;P00011;10;Lyon;Livré
O000645;2024-12-20;P00986;3;Paris;Expédié
O000646;2024-11-07;P00008;3;Marseille;Livré
O000647;2024-09-17;P00037;10;Marseille;Livré
O000648;2024-03-01;P00876;2;Marseille;Livré
O000649;2024-04-14;P00943;1;Lyon;Livré
O000650;2024-01-21;P00084;1;Paris;Livré
O000651;2024-01-03;P00382;8;Paris;Livré
O000652;2024-09-14;P00055;5;Paris;Livré
O000653;2024-12-07;P00759;5;Marseille;Livré
O000654;2024-11-27;P00536;1;Lyon;Livré
O000655;2024-02-14;P00032;1;Paris;Expédié
O000656;2024-02-03;P00451;1;Paris;Expédié
O000657;2024-05-24;P00296;2;Lyon;Livré
O000658;2024-01-02;P00435;3;Lyon;Expédié
O000659;2024-11-12;P00843;2;Paris;Livré
O000660;2024-09-08;P00938;2;Lyon;Livré
O000661;2024-11-15;P00377;12;Lyon;Livré
O000662;2024-04-13;P00370;2;Lyon;Expédié
O000663;2024-10-24;P00105;3;Marseille;Livré
O000664;2024-08-30;P00968;8;Lyon;Livré
O000666;2024-06-02;P00032;2;Paris;Livré
O000667;2024-12-26;P00653;5;Marseille;Livré
O000668;2024-08-29;P00933;10;Marseille;Expédié
O000669;2024-03-01;P00613;15;Paris;Expédié
O000671;2024-12-28;P00846;1;Paris;Livré
O000672;2024-11-18;P00305;12;Marseille;Livré
O000673;2024-01-25;P00584;3;Lyon;Livré
O000674;2024-12-03;P00639;2;Marseille;Livré
O000676;2024-11-16;P00704;3;Lyon;Livré
O000677;2024-10-14;P00449;20;Marseille;Livré
O000678;2024-01-27;P00558;3;Paris;Livré
O000679;2024-10-13;P00654;2;Paris;Expédié
O000680;2024-04-29;P00373;5;Marseille;Livré
O000681;2024-03-06;P00921;1;Paris;Livré
O000682;2024-12-06;P00886;1;Marseille;Expédié
O000683;2024-01-04;P00487;1;Paris;Expédié
O000686;2024-11-20;P00729;1;Lyon;Expédié
O000688;2024-01-22;P00179;1;Lyon;Expédié
O000689;2024-03-16;P00490;1;Paris;Livré
O000690;2024-06-05;P00545;5;Marseille;Livré
O000691;2024-01-06;P00009;1;Lyon;Livré
O000692;2024-11-11;P00892;2;Paris;Livré
O000694;2024-08-27;P00063;12;Lyon;Livré
O000695;2024-08-25;P00503;3;Marseille;Livré
O000696;2024-12-02;P00135;5;Marseille;Expédié
O000698;2024-08-22;P00521;1;Marseille;Livré
O000700;2024-01-27;P00509;1;Marseille;Livré
O000701;2024-11-25;P00654;1;Marseille;Livré
O000702;2024-02-11;P00009;1;Paris;Livré
O000703;2024-05-26;P00979;2;Paris;Livré
O000704;2024-05-29;P00957;1;Marseille;Livré
O000705;2024-12-04;P00893;1;Lyon;Livré
O000707;2024-12-23;P00256;1;Marseille;Livré
O000709;2024-10-31;P00473;3;Paris;Livré
O000710;2024-12-15;P00159;1;Paris;Expédié
O000711;2024-06-29;P00250;2;Paris;Livré
O000712;2024-04-02;P00765;3;Paris;Livré
O000714;2024-04-28;P00613;5;Paris;Livré
O000715;2024-06-13;P00062;1;Paris;Livré
O000716;2024-10-03;P00140;8;Paris;Livré
O000717;2024-02-04;P00809;5;Marseille;Expédié
O000718;2024-01-15;P00470;1;Lyon;Expédié
O000719;2024-10-01;P00599;10;Marseille;Livré
O000720;2024-12-06;P00414;12;Paris;Expédié
O000722;2024-01-30;P00433;1;Lyon;Expédié
O000723;2024-11-08;P00377;2;Marseille;Livré
O000724;2024-11-05;P00170;8;Lyon;Expédié
O000725;2024-12-01;P00355;8;Paris;Livré
O000726;2024-09-05;P00558;1;Paris;Livré
O000727;2024-03-20;P00410;1;Marseille;Expédié
O000728;2024-10-15;P00986;2;Paris;Expédié
O000729;2024-09-03;P00948;3;Paris;Livré
O000730;2024-01-14;P00864;5;Paris;Livré
O000731;2024-12-10;P00923;2;Paris;Livré
O000732;2024-04-09;P00032;3;Lyon;Expédié
O000733;2024-12-22;P00149;8;Paris;Livré
O000734;2024-12-17;P00535;1;Marseille;Expédié
O000735;2024-11-06;P00330;2;Marseille;Livré
O000736;2024-10-13;P00841;5;Lyon;Livré
O000737;2024-03-02;P00503;12;Marseille;Expédié
O000738;2024-03-11;P00039;3;Lyon;Expédié
O000739;2024-03-17;P00362;3;Lyon;Expédié
O000740;2024-12-02;P00615;1;Lyon;Expédié
O000741;2024-11-16;P00405;2;Paris;Livré
O000742;2024-12-04;P00809;3;Marseille;Livré
O000743;2024-10-06;P00895;1;Paris;Expédié
O000744;2024-08-22;P00526;2;Lyon;Livré
O000745;2024-10-11;P00777;2;Marseille;Livré
O000746;2024-02-07;P00396;1;Paris;Livré
O000747;2024-01-21;P00971;2;Marseille;Expédié
O000749;2024-09-05;P00516;1;Marseille;Expédié
O000750;2024-09-29;P00986;2;Paris;Livré
O000751;2024-11-03;P00860;1;Lyon;Livré
O000752;2024-11-25;P00625;12;Lyon;Livré
O000753;2024-12-20;P00193;3;Lyon;Livré
O000754;2024-08-28;P00890;5;Lyon;Livré
O000755;2024-04-11;P00435;8;Paris;Livré
O000756;2024-11-28;P00035;3;Marseille;Livré
O000757;2024-02-04;P00003;1;Marseille;Livré
O000758;2024-04-03;P00604;3;Lyon;Livré
O000759;2024-11-07;P00881;3;Marseille;Livré
O000760;2024-03-09;P00398;8;Paris;Livré
O000761;2024-04-15;P00610;2;Lyon;Livré
O000762;2024-10-26;P00408;1;Paris;Livré
O000764;2024-12-17;P00897;2;Lyon;Livré
O000765;2024-12-27;P00532;2;Lyon;Expédié
O000766;2024-08-20;P00451;5;Paris;Livré
O000767;2024-03-23;P00396;3;Paris;Expédié
O000768;2024-05-07;P00234;2;Marseille;Livré
O000769;2024-10-23;P00671;20;Lyon;Expédié
O000770;2024-04-01;P00943;5;Lyon;Livré
O000771;2024-01-13;P00250;1;Marseille;Livré
O000772;2024-12-09;P00296;1;Marseille;Livré
O000773;2024-02-29;P00414;1;Marseille;Livré
O000774;2024-12-27;P00036;1;Paris;Livré
O000775;2024-12-13;P00729;1;Marseille;Livré
O000776;2024-11-25;P00374;1;Lyon;Livré
O000777;2024-01-30;P00541;2;Marseille;Expédié
O000778;2024-10-08;P00754;1;Marseille;Livré
O000781;2024-10-03;P00152;12;Lyon;Expédié
O000782;2024-04-02;P00653;1;Marseille;Expédié
O000783;2024-03-17;P00373;3;Paris;Livré
O000784;2024-12-18;P00403;2;Paris;Livré
O000785;2024-02-04;P00521;20;Paris;Livré
O000786;2024-12-30;P00767;1;Paris;Livré
O000788;2024-12-26;P00509;2;Lyon;Livré
O000789;2024-04-12;P00410;15;Lyon;Livré
O000790;2024-11-10;P00699;10;Paris;Expédié
O000791;2024-12-31;P00128;8;Lyon;Livré
O000792;2024-12-25;P00135;2;Paris;Livré
O000793;2024-12-11;P00610;1;Marseille;Livré
O000794;2024-10-23;P00811;5;Paris;Livré
O000795;2024-12-10;P00182;12;Lyon;Livré
O000797;2024-11-14;P00324;3;Paris;Livré
O000798;2024-03-09;P00946;3;Marseille;Livré
O000799;2024-05-10;P00699;2;Paris;Livré
O000801;2024-12-14;P00340;8;Lyon;Livré
O000802;2024-09-16;P00956;1;Marseille;Livré
O000804;2024-12-19;P00671;2;Marseille;Livré
O000805;2024-12-17;P00568;2;Paris;Expédié
O000806;2024-10-03;P00603;3;Marseille;Livré
O000807;2024-09-07;P00047;1;Paris;Expédié
O000808;2024-11-12;P00470;1;Lyon;Livré
O000809;2024-12-30;P00029;5;Lyon;Livré
O000810;2024-06-13;P00754;2;Paris;Expédié
O000811;2024-09-06;P00615;3;Lyon;Livré
O000812;2024-08-19;P00952;1;Marseille;Livré
O000813;2024-12-15;P00792;3;Paris;Livré
O000814;2024-11-13;P00158;3;Marseille;Livré
O000815;2024-05-09;P00691;1;Paris;Livré
O000816;2024-11-12;P00791;2;Lyon;Livré
O000817;2024-04-30;P00149;1;Marseille;Livré
O000818;2024-12-21;P00014;1;Lyon;Livré
O000819;2024-02-19;P00292;20;Lyon;Livré
O000824;2024-01-31;P00699;2;Marseille;Livré
O000825;2024-11-13;P00936;8;Paris;Livré
O000826;2024-11-14;P00921;2;Marseille;Livré
O000827;2024-09-15;P00843;5;Paris;Livré
O000828;2024-05-24;P00341;8;Marseille;Livré
O000829;2024-08-06;P00613;3;Marseille;Livré
O000830;2024-11-30;P00931;3;Marseille;Livré
O000831;2024-03-11;P00341;2;Lyon;Livré
O000832;2024-10-22;P00906;2;Paris;Livré
O000833;2024-03-17;P00188;12;Marseille;Livré
O000834;2024-11-01;P00873;10;Marseille;Livré
O000835;2024-09-08;P00242;15;Paris;Expédié
O000836;2024-12-28;P00839;1;Lyon;Livré
O000837;2024-12-21;P00532;8;Marseille;Expédié
O000839;2024-01-06;P00876;12;Marseille;Expédié
O000840;2024-12-29;P00158;1;Marseille;Livré
O000841;2024-04-16;P00668;1;Lyon;Expédié
O000843;2024-08-15;P00246;8;Paris;Expédié
O000844;2024-12-08;P00253;3;Marseille;Livré
O000846;2024-09-04;P00544;10;Marseille;Livré
O000847;2024-12-15;P00699;1;Paris;Expédié
O000848;2024-11-19;P00906;8;Paris;Expédié
O000849;2024-04-11;P00343;1;Paris;Livré
O000850;2024-10-06;P00121;1;Lyon;Expédié
O000852;2024-02-09;P00811;1;Lyon;Expédié
O000853;2024-12-28;P00039;8;Lyon;Expédié
O000854;2024-10-16;P00373;5;Lyon;Expédié
O000855;2024-12-30;P00118;3;Lyon;Livré
O000857;2024-09-26;P00224;2;Lyon;Expédié
O000858;2024-01-21;P00615;10;Paris;Livré
O000859;2024-05-26;P00080;2;Lyon;Livré
O000860;2024-10-16;P00732;8;Marseille;Expédié
O000861;2024-11-28;P00938;2;Lyon;Expédié
O000862;2024-09-17;P00258;2;Marseille;Expédié
O000863;2024-11-03;P00716;3;Paris;Livré
O000866;2024-11-13;P00532;2;Paris;Livré
O000867;2024-05-08;P00938;8;Marseille;Expédié
O000868;2024-12-04;P00371;3;Marseille;Expédié
O000869;2024-12-12;P00198;1;Lyon;Expédié
O000870;2024-11-02;P00738;12;Paris;Livré
O000871;2024-10-07;P00710;2;Paris;Livré
O000872;2024-11-23;P00105;3;Marseille;Livré
O000873;2024-11-27;P00362;12;Lyon;Livré
O000874;2024-01-25;P00213;5;Paris;Livré
O000875;2024-11-20;P00106;1;Lyon;Expédié
O000876;2024-12-23;P00296;12;Lyon;Livré
O000877;2024-04-08;P00449;5;Lyon;Expédié
O000878;2024-12-04;P00733;2;Paris;Expédié
O000879;2024-12-22;P00407;1;Lyon;Livré
O000880;2024-09-23;P00234;8;Lyon;Livré
O000881;2024-09-10;P00188;5;Marseille;Livré
O000882;2024-01-16;P00778;3;Marseille;Livré
O000883;2024-03-24;P00778;12;Lyon;Expédié
O000885;2024-11-15;P00778;8;Paris;Livré
O000886;2024-04-28;P00973;1;Lyon;Livré
O000887;2024-09-04;P00370;2;Paris;Livré
O000888;2024-01-23;P00859;1;Lyon;Expédié
O000889;2024-09-19;P00015;8;Marseille;Expédié
O000890;2024-01-31;P00594;1;Paris;Livré
O000891;2024-12-19;P00888;3;Lyon;Livré
O000893;2024-04-25;P00673;8;Paris;Expédié
O000894;2024-05-28;P00532;10;Marseille;Expédié
O000895;2024-12-18;P00952;2;Lyon;Expédié
O000896;2024-11-14;P00653;10;Paris;Expédié
O000897;2024-10-05;P00133;1;Paris;Expédié
O000898;2024-12-20;P00394;10;Lyon;Expédié
O000899;2024-12-07;P00536;1;Lyon;Livré
O000900;2024-12-07;P00159;2;Marseille;Livré
O000901;2024-02-06;P00396;8;Lyon;Expédié
O000902;2024-06-26;P00319;1;Marseille;Livré
O000904;2024-12-31;P00881;1;Lyon;Livré
O000905;2024-01-10;P00488;8;Lyon;Livré
O000906;2024-12-28;P00184;8;Marseille;Livré
O000907;2024-08-14;P00039;5;Lyon;Expédié
O000908;2024-11-25;P00473;5;Marseille;Expédié
O000909;2024-12-10;P00613;3;Lyon;Livré
O000910;2024-11-16;P00099;2;Lyon;Livré
O000912;2024-12-29;P00029;2;Marseille;Livré
O000913;2024-09-17;P00791;1;Lyon;Livré
O000914;2024-05-07;P00162;12;Paris;Expédié
O000915;2024-09-13;P00699;3;Marseille;Livré
O000916;2024-09-27;P00612;2;Lyon;Expédié
O000918;2024-03-07;P00356;3;Lyon;Livré
O000919;2024-04-23;P00791;15;Paris;Livré
O000922;2024-07-10;P00355;1;Paris;Livré
O000923;2024-03-11;P00462;3;Lyon;Livré
O000925;2024-02-08;P00755;3;Paris;Expédié
O000926;2024-12-19;P00317;5;Lyon;Livré
O000927;2024-12-31;P00835;1;Lyon;Livré
O000928;2024-12-19;P00046;10;Lyon;Livré
O000930;2024-04-02;P00039;12;Lyon;Livré
O000931;2024-01-15;P00341;3;Lyon;Livré
O000932;2024-10-29;P00175;5;Paris;Expédié
O000933;2024-12-25;P00149;12;Lyon;Livré
O000934;2024-03-15;P00541;5;Paris;Expédié
O000937;2024-08-13;P00631;1;Marseille;Livré
O000938;2024-12-07;P00536;3;Paris;Livré
O000939;2024-12-08;P00222;5;Paris;Livré
O000940;2024-11-12;P00585;2;Marseille;Livré
O000941;2024-12-12;P00025;8;Lyon;Livré
O000942;2024-10-19;P00463;12;Lyon;Livré
O000943;2024-11-30;P00214;12;Paris;Expédié
O000944;2024-01-26;P00859;3;Marseille;Livré
O000946;2024-09-20;P00551;1;Lyon;Livré
O000948;2024-12-10;P00133;20;Marseille;Livré
O000949;2024-03-07;P00385;10;Lyon;Expédié
O000950;2024-09-15;P00653;1;Paris;Livré
O000951;2024-01-14;P00851;12;Lyon;Livré
O000952;2024-10-29;P00665;10;Paris;Expédié
O000953;2024-05-28;P00731;3;Lyon;Livré
O000954;2024-09-08;P00202;3;Lyon;Livré
O000955;2024-05-02;P00759;2;Marseille;Livré
O000956;2024-09-13;P00921;1;Paris;Livré
O000957;2024-12-19;P00973;2;Lyon;Expédié
O000958;2024-01-06;P00121;8;Lyon;Livré
O000959;2024-03-04;P00082;1;Lyon;Livré
O000960;2024-01-19;P00497;2;Lyon;Livré
O000961;2024-03-01;P00682;2;Marseille;Expédié
O000962;2024-11-20;P00118;3;Lyon;Livré
O000963;2024-03-06;P00002;12;Marseille;Livré
O000964;2024-01-26;P00876;2;Lyon;Livré
O000965;2024-02-06;P00839;2;Paris;Livré
O000966;2024-10-20;P00921;8;Marseille;Livré
O000968;2024-01-03;P00133;3;Paris;Expédié
O000969;2024-11-01;P00620;1;Paris;Livré
O000970;2024-01-02;P00326;3;Marseille;Expédié
O000971;2024-12-27;P00231;1;Lyon;Livré
O000972;2024-12-22;P00333;1;Paris;Livré
O000973;2024-11-25;P00506;3;Lyon;Livré
O000975;2024-04-04;P00933;2;Lyon;Livré
O000976;2024-12-26;P00140;12;Lyon;Livré
O000978;2024-09-13;P00396;2;Lyon;Livré
O000979;2024-12-07;P00375;3;Lyon;Livré
O000981;2024-09-07;P00055;5;Marseille;Livré
O000982;2024-05-02;P00466;1;Lyon;Livré
O000983;2024-12-24;P00719;5;Marseille;Livré
O000984;2024-08-25;P00449;1;Lyon;Expédié
O000985;2024-11-18;P00610;15;Lyon;Livré
O000986;2024-02-22;P00886;1;Paris;Livré
O000987;2024-12-08;P00047;2;Paris;Expédié
O000988;2024-09-12;P00937;1;Paris;Livré
O000989;2024-02-22;P00047;20;Lyon;Expédié
O000990;2024-08-17;P00008;3;Marseille;Livré
O000992;2024-11-10;P00360;3;Paris;Livré
O000993;2024-03-10;P00579;1;Lyon;Livré
O000994;2024-12-14;P00906;8;Marseille;Livré
O000995;2024-12-08;P00952;1;Marseille;Expédié
O000996;2024-01-28;P00507;12;Lyon;Livré
O000997;2024-11-05;P00712;1;Marseille;Livré
O000998;2024-09-11;P00893;1;Marseille;Livré
O000999;2024-09-27;P00745;1;Paris;Livré
O001000;2024-11-03;P00699;3;Paris;Livré
O001001;2024-11-03;P00136;3;Lyon;Livré
O001002;2024-06-02;P00343;1;Lyon;Livré
O001003;2024-09-24;P00792;8;Marseille;Livré
O001004;2024-11-23;P00186;3;Marseille;Livré
O001005;2024-12-08;P00233;3;Marseille;Livré
O001007;2024-06-19;P00755;2;Paris;Livré
O001008;2024-04-08;P00016;2;Marseille;Livré
O001009;2024-12-15;P00610;3;Lyon;Livré
O001010;2024-11-05;P00099;1;Lyon;Expédié
O001011;2024-11-11;P00001;1;Lyon;Livré
O001012;2024-11-27;P00107;10;Lyon;Livré
O001013;2024-11-28;P00168;15;Lyon;Livré
O001014;2024-10-25;P00124;2;Paris;Livré
O001015;2024-12-14;P00732;2;Marseille;Livré
O001016;2024-12-08;P00981;5;Marseille;Livré
O001017;2024-08-15;P00210;2;Marseille;Livré
O001018;2024-05-11;P00808;1;Lyon;Livré
O001019;2024-10-22;P00751;1;Paris;Expédié
O001020;2024-11-28;P00287;5;Lyon;Livré
O001021;2024-01-21;P00613;5;Lyon;Livré
O001023;2024-12-04;P00467;1;Paris;Livré
O001024;2024-08-27;P00895;1;Paris;Livré
O001025;2024-10-21;P00924;1;Marseille;Livré
O001027;2024-07-06;P00093;5;Paris;Livré
O001028;2024-05-12;P00029;1;Lyon;Expédié
O001029;2024-10-20;P00893;1;Marseille;Expédié
O001030;2024-06-25;P00011;8;Paris;Livré
O001031;2024-11-24;P00253;1;Paris;Expédié
O001032;2024-10-02;P00015;5;Marseille;Expédié
O001033;2024-12-08;P00764;1;Paris;Livré
O001035;2024-07-30;P00535;1;Lyon;Livré
O001036;2024-02-24;P00585;1;Marseille;Expédié
O001038;2024-03-08;P00778;8;Lyon;Livré
O001039;2024-01-09;P00509;10;Lyon;Livré
O001040;2024-12-23;P00973;10;Marseille;Expédié
O001041;2024-08-29;P00143;2;Marseille;Livré
O001042;2024-04-22;P00400;5;Marseille;Livré
O001043;2024-12-24;P00695;1;Lyon;Livré
O001044;2024-12-06;P00343;2;Lyon;Livré
O001045;2024-09-03;P00764;12;Marseille;Livré
O001046;2024-10-02;P00044;1;Marseille;Livré
O001047;2024-12-20;P00509;1;Paris;Expédié
O001048;2024-12-07;P00331;1;Marseille;Expédié
O001049;2024-12-26;P00188;1;Marseille;Livré
O001050;2024-11-06;P00924;1;Marseille;Livré
O001051;2024-02-19;P00140;3;Lyon;Expédié
O001052;2024-03-25;P00943;2;Marseille;Livré
O001053;2024-01-09;P00629;12;Marseille;Livré
O001054;2024-01-20;P00797;8;Marseille;Expédié
O001055;2024-12-02;P00158;2;Marseille;Livré
O001056;2024-03-17;P00383;2;Paris;Expédié
O001057;2024-06-18;P00466;2;Lyon;Expédié
O001058;2024-02-12;P00482;3;Paris;Livré
O001059;2024-10-07;P00738;2;Marseille;Livré
O001060;2024-12-24;P00615;5;Paris;Livré
O001061;2024-07-28;P00465;2;Marseille;Livré
O001062;2024-08-31;P00778;3;Paris;Livré
O001063;2024-11-12;P00551;2;Paris;Expédié
O001064;2024-09-17;P00175;2;Marseille;Expédié
O001065;2024-09-02;P00039;15;Lyon;Livré
O001066;2024-01-15;P00751;8;Lyon;Expédié
O001067;2024-11-29;P00175;1;Marseille;Livré
O001068;2024-01-20;P00968;10;Lyon;Expédié
O001069;2024-12-20;P00603;3;Marseille;Expédié
O001070;2024-06-15;P00222;12;Paris;Livré
O001072;2024-03-19;P00418;8;Paris;Livré
O001073;2024-02-11;P00780;2;Marseille;Livré
O001074;2024-05-24;P00986;1;Paris;Expédié
O001075;2024-12-25;P00205;2;Marseille;Expédié
O001076;2024-12-09;P00981;3;Lyon;Livré
O001077;2024-11-27;P00403;5;Marseille;Livré
O001078;2024-12-02;P00373;2;Lyon;Expédié
O001079;2024-12-15;P00240;1;Marseille;Livré
O001081;2024-10-15;P00418;10;Lyon;Livré
O001082;2024-11-08;P00012;20;Marseille;Expédié
O001084;2024-12-12;P00161;3;Lyon;Livré
O001086;2024-12-07;P00478;1;Paris;Expédié
O001087;2024-11-15;P00305;2;Lyon;Livré
O001088;2024-03-08;P00551;1;Marseille;Expédié
O001089;2024-10-15;P00979;12;Paris;Livré
O001090;2024-12-01;P00357;1;Marseille;Livré
O001091;2024-03-22;P00893;3;Lyon;Expédié
O001092;2024-09-11;P00526;2;Paris;Livré
O001094;2024-11-01;P00396;3;Marseille;Livré
O001095;2024-11-08;P00400;5;Paris;Livré
O001096;2024-09-22;P00896;10;Paris;Expédié
O001098;2024-04-06;P00462;1;Marseille;Expédié
O001100;2024-01-02;P00175;1;Paris;Livré
O001101;2024-12-01;P00759;1;Lyon;Expédié
O001102;2024-01-17;P00014;12;Lyon;Livré
O001104;2024-01-24;P00008;10;Lyon;Livré
O001106;2024-01-23;P00193;3;Lyon;Livré
O001107;2024-11-17;P00473;5;Marseille;Livré
O001108;2024-12-10;P00361;5;Lyon;Livré
O001109;2024-11-30;P00263;1;Paris;Livré
O001110;2024-05-19;P00256;12;Paris;Livré
O001113;2024-12-14;P00767;2;Paris;Livré
O001114;2024-01-19;P00020;2;Lyon;Livré
O001115;2024-02-04;P00473;3;Paris;Livré
O001116;2024-01-26;P00350;1;Paris;Livré
O001117;2024-05-22;P00361;1;Marseille;Expédié
O001120;2024-10-02;P00733;8;Paris;Expédié
O001121;2024-04-19;P00184;1;Marseille;Expédié
O001122;2024-01-05;P00509;5;Lyon;Livré
O001123;2024-10-24;P00244;1;Lyon;Livré
O001125;2024-05-31;P00535;2;Lyon;Expédié
O001127;2024-10-18;P00490;2;Marseille;Expédié
O001129;2024-12-09;P00463;2;Marseille;Expédié
O001130;2024-01-22;P00981;5;Paris;Livré
O001133;2024-12-04;P00366;2;Paris;Livré
O001134;2024-04-29;P00650;3;Lyon;Livré
O001135;2024-12-30;P00842;3;Lyon;Livré
O001136;2024-11-17;P00234;5;Paris;Expédié
O001137;2024-02-05;P00449;12;Lyon;Expédié
O001138;2024-10-19;P00751;8;Paris;Expédié
O001139;2024-12-22;P00876;1;Paris;Expédié
O001141;2024-10-10;P00091;1;Paris;Livré
O001142;2024-05-21;P00564;2;Paris;Livré
O001143;2024-01-03;P00121;3;Lyon;Livré
O001144;2024-10-20;P00314;1;Marseille;Expédié
O001145;2024-10-25;P00531;3;Marseille;Expédié
O001146;2024-10-27;P00477;3;Paris;Livré
O001147;2024-12-03;P00738;2;Paris;Livré
O001148;2024-08-31;P00416;8;Paris;Livré
O001149;2024-12-20;P00231;1;Marseille;Livré
O001150;2024-03-12;P00082;1;Lyon;Livré
O001152;2024-01-31;P00811;8;Marseille;Livré
O001153;2024-12-08;P00890;3;Marseille;Livré
O001154;2024-03-18;P00452;5;Lyon;Livré
O001155;2024-12-27;P00240;2;Paris;Livré
O001156;2024-03-19;P00843;1;Lyon;Livré
O001157;2024-05-10;P00881;8;Lyon;Livré
O001158;2024-05-10;P00435;8;Paris;Expédié
O001159;2024-12-12;P00250;5;Lyon;Expédié
O001160;2024-01-30;P00396;2;Marseille;Expédié
O001161;2024-02-02;P00054;3;Lyon;Livré
O001162;2024-03-23;P00865;2;Marseille;Expédié
O001163;2024-12-13;P00981;1;Lyon;Livré
O001164;2024-12-06;P00764;12;Marseille;Expédié
O001165;2024-06-27;P00865;1;Lyon;Livré
O001166;2024-12-06;P00205;15;Marseille;Expédié
O001168;2024-12-18;P00436;2;Paris;Livré
O001169;2024-12-17;P00865;1;Paris;Livré
O001170;2024-12-10;P00118;3;Paris;Livré
O001171;2024-11-17;P00336;10;Paris;Livré
O001172;2024-08-31;P00568;8;Lyon;Expédié
O001173;2024-09-10;P00923;8;Paris;Livré
O001174;2024-12-23;P00693;5;Marseille;Livré
O001175;2024-01-05;P00336;5;Marseille;Livré
O001176;2024-08-05;P00039;10;Paris;Livré
O001177;2024-11-02;P00118;1;Paris;Expédié
O001179;2024-12-25;P00414;3;Marseille;Livré
O001180;2024-12-04;P00462;1;Lyon;Expédié
O001181;2024-02-08;P00006;20;Paris;Livré
O001183;2024-12-22;P00764;15;Lyon;Expédié
O001184;2024-03-29;P00271;1;Marseille;Livré
O001185;2024-01-18;P00220;5;Paris;Expédié
O001186;2024-10-12;P00531;12;Paris;Livré
O001187;2024-12-31;P00527;1;Lyon;Livré
O001188;2024-02-13;P00032;3;Marseille;Expédié
O001189;2024-01-10;P00400;12;Paris;Livré
O001190;2024-06-26;P00396;1;Paris;Expédié
O001191;2024-12-02;P00182;5;Marseille;Livré
O001192;2024-04-23;P00149;2;Marseille;Expédié
O001195;2024-06-03;P00413;12;Paris;Livré
O001196;2024-09-26;P00688;15;Lyon;Livré
O001197;2024-03-10;P00857;15;Marseille;Livré
O001198;2024-06-19;P00509;3;Paris;Livré
O001199;2024-12-10;P00343;10;Marseille;Livré
O001200;2024-12-16;P00999;10;Lyon;Livré
O001202;2024-05-25;P00509;2;Paris;Expédié
O001203;2024-03-25;P00202;10;Marseille;Livré
O001204;2024-01-08;P00836;1;Marseille;Expédié
O001205;2024-10-24;P00039;3;Lyon;Expédié
O001206;2024-12-27;P00654;1;Paris;Livré
O001207;2024-12-19;P00029;1;Lyon;Livré
O001208;2024-12-05;P00377;1;Marseille;Expédié
O001209;2024-10-17;P00159;5;Paris;Livré
O001210;2024-04-12;P00759;2;Lyon;Livré
O001211;2024-09-06;P00859;8;Paris;Expédié
O001212;2024-12-08;P00620;1;Paris;Livré
O001213;2024-12-18;P00978;2;Paris;Expédié
O001214;2024-08-15;P00767;3;Marseille;Livré
O001215;2024-11-11;P00240;8;Lyon;Livré
O001216;2024-01-03;P00105;2;Lyon;Livré
O001217;2024-01-28;P00294;5;Lyon;Livré
